OrderNo,Barcode,TrnType,TrnPrice,TrnQty,TaxPer,TaxValue,DiscAmount,DiscPer,MRP
9449,8.85E+11,Sale,599,1,4,23.04,0,0,599
9449,91202501358,Sale,0,1,4,0,499,100,499
9449,8.9E+12,Sale,0,1,4,0,599,100,599
9450,9.7E+11,Sale,699,1,4,26.88,0,0,699
9450,6.4E+11,Sale,0,1,4,0,369,100,369
9451,9.7E+11,Sale,1399,1,4,53.81,0,0,1399
9451,8.9E+12,Sale,569.4,1,4,21.9,525.6,48,1095
9452,6.4E+11,Sale,610.31,1,12.5,67.81,164.69,21.25,775
9452,8.3E+11,Sale,2970,1,12.5,330,1430,32.5,4400
9453,8.9E+12,Sale,777.4,1,4,29.9,717.6,48,1495
9453,LC00708007,Sale,569.4,1,4,21.9,525.6,48,1095
9453,8.89E+12,Sale,3487.5,1,12.5,387.5,2712.5,43.75,6200
9454,91209712092,Sale,3318.75,1,12.5,368.75,2581.25,43.75,5900
9454,8.9E+12,Sale,370.57,1,12.5,41.17,178.43,32.5,549
9454,91207930535,Sale,340.96,1,4,13.11,128.04,27.3,469
9455,8.9E+12,Sale,413.4,1,4,15.9,381.6,48,795
9455,8.3E+11,Sale,156,1,4,6,144,48,300
9455,8.89E+12,Sale,361.4,1,4,13.9,333.6,48,695
9456,9.7E+11,Sale,673.4,1,4,25.9,621.6,48,1295
9456,8.9E+12,Sale,465.4,1,4,17.9,429.6,48,895
9457,8.9E+12,Sale,517.4,1,4,19.9,477.6,48,995
9458,8.9E+12,Sale,465.4,1,4,17.9,429.6,48,895
9459,8.9E+12,Sale,606.83,1,12.5,67.43,292.17,32.5,899
9460,91204379528,Sale,438.07,1,12.5,48.67,210.93,32.5,649
9461,8.9E+12,Sale,0,1,4,0,699,100,699
9461,8.89E+12,Sale,699,1,4,26.88,0,0,699
9462,8.89E+12,Sale,1199,1,4,46.12,0,0,1199
9463,8.26E+11,Sale,350,1,4,13.46,0,0,350
9464,8.85E+11,Sale,500,1,4,19.23,0,0,500
9465,8.9E+12,Sale,777.4,1,4,29.9,717.6,48,1495
9465,8.89E+12,Sale,933.4,1,4,35.9,861.6,48,1795
9466,8.23E+11,Sale,196.88,1,12.5,21.88,53.12,21.25,250
9467,8.9E+12,Sale,1319.06,1,12.5,146.56,355.94,21.25,1675
9467,8.4E+12,Sale,413.4,1,4,15.9,381.6,48,795
9467,8.89E+12,Sale,361.4,1,4,13.9,333.6,48,695
9468,8.9E+12,Sale,673.4,1,4,25.9,621.6,48,1295
9468,9.8E+11,Sale,-1612,-1,4,62,-1488,48,3100
9469,8.26E+11,Sale,830.96,1,4,31.96,-31.96,-4,799
9470,8.89E+12,Sale,674.96,1,4,25.96,-25.96,-4,649
9471,8.83E+11,Sale,112.5,1,4,4.33,12.5,10,125
9471,8.26E+11,Sale,565,1,4,21.73,0,0,565
9472,8.89E+12,Sale,1700,1,4,65.38,0,0,1700
9473,6.6E+11,Sale,1399,1,4,53.81,0,0,1399
9474,9.7E+11,Sale,2227.5,1,12.5,247.5,1072.5,32.5,3300
9475,8.9E+12,Sale,287.56,1,4,11.06,107.44,27.2,395
9476,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
9476,9.7E+11,Sale,624,1,4,24,576,48,1200
9477,8.9E+12,Sale,1957.5,1,12.5,217.5,942.5,32.5,2900
9478,8.83E+11,Sale,2925,1,12.5,325,2275,43.75,5200
9478,8.85E+11,Sale,1555.31,1,12.5,172.81,419.69,21.25,1975
9479,8.89E+12,Sale,1716,1,4,66,1584,48,3300
9480,8.23E+11,Sale,777.4,1,4,29.9,717.6,48,1495
9481,8.89E+12,Sale,1193.4,1,4,45.9,1101.6,48,2295
9482,8.89E+12,Sale,799,1,4,30.73,0,0,799
9482,6.6E+11,Sale,0,1,4,0,595,100,595
9483,8.9E+12,Sale,0,1,4,0,699,100,699
9483,8.23E+11,Sale,699,1,4,26.88,0,0,699
9484,8.89E+12,Sale,3318.75,1,12.5,368.75,2581.25,43.75,5900
9485,6.4E+11,Sale,0,1,4,0,150,100,150
9485,8.9E+12,Sale,2632.5,1,12.5,292.5,1267.5,32.5,3900
9485,8.89E+12,Sale,361.4,1,4,13.9,333.6,48,695
9486,8.9E+12,Sale,-2925,-1,12.5,325,-2275,43.75,5200
9487,8.3E+11,Sale,0,1,4,0,599,100,599
9488,8.9E+12,Sale,350,1,4,13.46,0,0,350
9489,8.9E+12,Sale,0,1,4,0,395,100,395
9489,8.89E+12,Sale,699,1,4,26.88,0,0,699
9490,9.7E+11,Sale,1023.75,1,12.5,113.75,276.25,21.25,1300
9491,9.7E+11,Sale,336.82,1,4,12.95,162.18,32.5,499
9492,8.26E+11,Sale,673.4,1,4,25.9,621.6,48,1295
9493,8.9E+12,Sale,413.4,1,4,15.9,381.6,48,795
9494,8.85E+11,Sale,465.4,1,4,17.9,429.6,48,895
9495,9.9E+11,Sale,3150,1,12.5,350,2450,43.75,5600
9496,LB013C1007,Sale,2632.5,1,12.5,292.5,1267.5,32.5,3900
9497,8.89E+12,Sale,3172.5,1,12.5,352.5,1527.5,32.5,4700
9498,8.89E+12,Sale,0,1,4,0,299,100,299
9498,8.9E+12,Sale,329,1,4,12.65,0,0,329
9499,8.9E+12,Sale,0,1,4,0,799,100,799
9500,8.26E+11,Sale,0,1,4,0,795,100,795
9501,8.89E+12,Sale,0,1,4,0,999,100,999
9501,LB013C1007,Sale,1099,1,4,42.27,0,0,1099
9502,8.9E+12,Sale,799,1,4,30.73,0,0,799
9502,9.7E+11,Sale,0,1,4,0,1099,100,1099
9503,8.3E+11,Sale,795,1,4,30.58,0,0,795
9503,8.83E+11,Sale,0,1,4,0,699,100,699
9503,6.76E+11,Sale,499,1,4,19.19,0,0,499
9504,6.66E+11,Sale,2092.5,1,12.5,232.5,1007.5,32.5,3100
9504,8.83E+11,Sale,799,1,4,30.73,0,0,799
9505,8.9E+12,Sale,0,1,4,0,699,100,699
9506,8.89E+12,Sale,0,1,4,0,749,100,749
9506,8.9E+12,Sale,393.75,1,12.5,43.75,106.25,21.25,500
9507,91205652866,Sale,465.4,1,4,17.9,429.6,48,895
9508,8.89E+12,Sale,1399,1,4,53.81,0,0,1399
9509,8.26E+11,Sale,4050,1,12.5,450,3150,43.75,7200
9510,8.9E+12,Sale,3093.75,1,12.5,343.75,2406.25,43.75,5500
9510,8.3E+11,Sale,4455,1,12.5,495,5445,55,9900
9511,9.12E+11,Sale,350,1,4,13.46,0,0,350
9512,8.9E+12,Sale,1500,1,4,57.69,0,0,1500
9513,8.26E+11,Sale,565,1,4,21.73,0,0,565
9514,8.23E+11,Sale,336.82,1,12.5,37.42,162.18,32.5,499
9515,8.89E+12,Sale,2227.5,1,12.5,247.5,1072.5,32.5,3300
9516,8.9E+12,Sale,103.5,1,4,3.98,11.5,10,115
9517,91208973487,Sale,361.4,1,4,13.9,333.6,48,695
9518,9.9E+11,Sale,1555.31,1,12.5,172.81,419.69,21.25,1975
9519,8.9E+12,Sale,2362.5,1,12.5,262.5,1137.5,32.5,3500
9520,8.9E+12,Sale,309.4,1,4,11.9,285.6,48,595
9521,8.3E+11,Sale,309.4,1,4,11.9,285.6,48,595
9522,8.26E+11,Sale,858.38,1,12.5,95.38,231.62,21.25,1090
9522,8.9E+12,Sale,3318.75,1,12.5,368.75,2581.25,43.75,5900
9522,8.89E+12,Sale,-3318.75,-1,12.5,368.75,-2581.25,43.75,5900
9523,8.26E+11,Sale,3206.25,1,12.5,356.25,2493.75,43.75,5700
9523,91206719797,Sale,0,1,4,0,699,100,699
9523,8.89E+12,Sale,895,1,4,34.42,0,0,895
9524,8.9E+12,Sale,1099,1,4,42.27,0,0,1099
9525,8.89E+12,Sale,0,1,4,0,1099,100,1099
9526,8.9E+12,Sale,572,1,4,22,528,48,1100
9526,8.89E+12,Sale,413.4,1,4,15.9,381.6,48,795
9527,91201513789,Sale,413.4,1,4,15.9,381.6,48,795
9527,9.7E+11,Sale,1499,1,4,57.65,0,0,1499
9527,8.9E+12,Sale,-849,-1,4,32.65,0,0,849
9527,8.89E+12,Sale,849,1,4,32.65,0,0,849
9527,8.23E+11,Sale,413.4,1,4,15.9,381.6,48,795
9527,8.26E+11,Sale,569.4,1,4,21.9,525.6,48,1095
9528,8.89E+12,Sale,3487.5,1,12.5,387.5,2712.5,43.75,6200
9529,8.83E+11,Sale,-1744,-1,12.5,193.78,-4456,71.87,6200
9529,8.21E+11,Sale,537,1,4,20.65,358,40,895
9529,6.6E+11,Sale,309.4,1,4,11.9,285.6,48,595
9529,8.3E+11,Sale,673.4,1,4,25.9,621.6,48,1295
9529,91208613345,Sale,205.4,1,4,7.9,189.6,48,395
9529,9.9E+11,Sale,777.4,1,4,29.9,717.6,48,1495
9530,8.9E+12,Sale,350,1,4,13.46,0,0,350
9531,8.89E+12,Sale,0,1,4,0,999,100,999
9531,8.9E+12,Sale,0,1,4,0,1299,100,1299
9532,8.89E+12,Sale,1399,1,4,53.81,0,0,1399
9533,8.23E+11,Sale,292.5,1,4,11.25,32.5,10,325
9534,8.9E+12,Sale,292.5,1,4,11.25,32.5,10,325
9535,8.9E+12,Sale,52.5,1,0,0,56.5,51.83,109
9536,8.9E+12,Sale,52.5,1,0,0,76.5,59.3,129
9537,8.26E+11,Sale,129.67,1,0,0,155.33,54.5,285
9538,8.9E+12,Sale,163.8,1,12.5,18.2,196.2,54.5,360
9539,91202775834,Sale,113.75,1,0,0,136.25,54.5,250
9539,8.21E+11,Sale,629.3,1,4,24.2,269.7,30,899
9539,8.9E+12,Sale,395.5,1,4,15.21,169.5,30,565
9540,9.7E+11,Sale,419.3,1,4,16.13,179.7,30,599
9541,8.85E+11,Sale,455,2,4,17.5,390,30,650
9542,8.89E+12,Sale,279.3,1,0,0,119.7,30,399
9543,8.9E+12,Sale,216.12,1,0,0,258.88,54.5,475
9543,8.89E+12,Sale,594.3,1,4,22.86,254.7,30,849
9543,6.66E+11,Sale,999,1,4,38.42,0,0,999
9544,8.9E+12,Sale,0,2,4,0,1798,100,899
9544,9.7E+11,Sale,1040,1,4,40,260,20,1300
9545,8.89E+12,Sale,999,1,4,38.42,0,0,999
9545,8.9E+12,Sale,0,1,4,0,899,100,899
9546,8.9E+12,Sale,715,1,12.5,79.44,385,35,1100
9547,8.9E+12,Sale,1037.4,1,4,39.9,957.6,48,1995
9548,8.9E+12,Sale,309.4,1,4,11.9,285.6,48,595
9548,9.7E+11,Sale,413.4,1,4,15.9,381.6,48,795
9548,91208861999,Sale,-2092.5,-1,12.5,232.5,-1007.5,32.5,3100
9549,8.9E+12,Sale,413.4,1,4,15.9,381.6,48,795
9549,8.83E+11,Sale,720,1,4,27.69,180,20,900
9550,8.85E+11,Sale,568.75,1,4,21.88,306.25,35,875
9551,8.89E+12,Sale,1933.75,1,12.5,214.86,1041.25,35,2975
9552,8.89E+12,Sale,4425,1,12.5,491.67,1475,25,5900
9552,8.9E+12,Sale,1063.13,1,12.5,118.13,286.87,21.25,1350
9552,9.8E+11,Sale,1153.75,1,12.5,128.19,621.25,35,1775
9553,8.85E+11,Sale,2362.5,1,12.5,262.5,1137.5,32.5,3500
9554,6.4E+11,Sale,880,1,4,33.85,220,20,1100
9555,4.93E+12,Sale,2325,1,12.5,258.33,775,25,3100
9555,8.9E+12,Sale,1004.06,1,12.5,111.56,270.94,21.25,1275
9556,8.9E+12,Sale,659.4,1,4,25.36,439.6,40,1099
9556,8.89E+12,Sale,-617.5,-1,12.5,68.61,-332.5,35,950
9556,8.4E+12,Sale,569.4,1,4,21.9,525.6,48,1095
9556,8.83E+11,Sale,465.4,1,4,17.9,429.6,48,895
9557,8.9E+12,Sale,413.4,1,4,15.9,381.6,48,795
9558,8.9E+12,Sale,1499,1,4,57.65,0,0,1499
9558,8.89E+12,Sale,2362.5,1,12.5,262.5,1137.5,32.5,3500
9559,91208973562,Sale,287.56,1,4,11.06,107.44,27.2,395
9560,8.9E+12,Sale,1625,1,4,62.5,875,35,2500
9561,8.9E+12,Sale,-853.6,-1,4,32.83,-246.4,22.4,1100
9562,8.89E+12,Sale,-623.7,-1,4,23.99,-366.3,37,990
9562,8.9E+12,Sale,881.4,1,4,33.9,813.6,48,1695
9563,8.85E+11,Sale,831.48,1,4,31.98,767.52,48,1599
9564,8.83E+11,Sale,949,1,4,36.5,0,0,949
9565,8.9E+12,Sale,-1700,-1,4,65.38,0,0,1700
9565,8.89E+12,Sale,987.48,1,4,37.98,911.52,48,1899
9566,8.83E+11,Sale,539.4,1,4,20.75,359.6,40,899
9566,6.4E+11,Sale,673.4,1,4,25.9,621.6,48,1295
9566,91208973524,Sale,849,2,4,32.65,0,0,849
9567,8.9E+12,Sale,858.38,1,12.5,95.38,231.62,21.25,1090
9568,8.9E+12,Sale,650,1,4,25,0,0,650
9569,8.9E+12,Sale,390,1,4,15,360,48,750
9570,8.83E+11,Sale,517.4,1,4,19.9,477.6,48,995
9571,8.9E+12,Sale,393.75,1,12.5,43.75,106.25,21.25,500
9572,8.85E+11,Sale,361.4,1,4,13.9,333.6,48,695
9572,91204419200,Sale,2632.5,1,12.5,292.5,1267.5,32.5,3900
9573,8.9E+12,Sale,420,1,4,16.15,0,0,420
9574,8.89E+12,Sale,156,2,4,6,188,37.6,250
9575,8.9E+12,Sale,450,1,4,17.31,0,0,450
9576,8.21E+11,Sale,-499,-1,4,19.19,0,0,499
9577,8.83E+11,Sale,1199,1,4,46.12,0,0,1199
9578,8.89E+12,Sale,777.4,1,4,29.9,717.6,48,1495
9579,8.89E+12,Sale,621.4,1,4,23.9,573.6,48,1195
9579,8.9E+12,Sale,103.5,1,4,3.98,11.5,10,115
9580,8.21E+11,Sale,849,1,4,32.65,0,0,849
9581,91202404116,Sale,145.08,1,4,5.58,133.92,48,279
9581,6.77E+11,Sale,103.5,1,4,3.98,11.5,10,115
9581,8.9E+12,Sale,0,2,4,0,1398,100,699
9582,8.3E+11,Sale,699,1,4,26.88,0,0,699
9582,91206338639,Sale,155.48,1,4,5.98,143.52,48,299
9582,8.83E+11,Sale,565,1,4,21.73,0,0,565
9583,8.9E+12,Sale,2497.5,1,12.5,277.5,1202.5,32.5,3700
9584,8.89E+12,Sale,-2632.5,-1,12.5,292.5,-1267.5,32.5,3900
9585,8.26E+11,Sale,135,1,4,5.19,15,10,150
9586,8.83E+11,Sale,3487.5,1,12.5,387.5,2712.5,43.75,6200
9587,8.9E+12,Sale,433.13,1,12.5,48.13,116.87,21.25,550
9587,9.7E+11,Sale,3318.75,1,12.5,368.75,2581.25,43.75,5900
9588,6.85E+11,Sale,112.5,1,4,4.33,12.5,10,125
9589,8.3E+11,Sale,103.5,1,4,3.98,11.5,10,115
9590,8.9E+12,Sale,4455,1,12.5,495,5445,55,9900
9591,8.21E+11,Sale,4455,1,12.5,495,5445,55,9900
9592,8.26E+11,Sale,4455,1,12.5,495,5445,55,9900
9593,5E+12,Sale,1500,1,4,57.69,0,0,1500
9593,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
9594,8.9E+12,Sale,899,1,4,34.58,0,0,899
9595,91206338394,Sale,438.07,1,12.5,48.67,210.93,32.5,649
9596,9.8E+11,Sale,359.1,1,4,13.81,39.9,10,399
9597,8.26E+11,Sale,0,1,4,0,399,100,399
9598,91204382399,Sale,1612,1,4,62,1488,48,3100
9599,8.83E+11,Sale,777.4,1,4,29.9,717.6,48,1495
9600,8.89E+12,Sale,569.4,1,4,21.9,525.6,48,1095
9601,5E+12,Sale,881.4,1,4,33.9,813.6,48,1695
9602,8.85E+11,Sale,565,1,4,21.73,0,0,565
9603,6.76E+11,Sale,0,1,4,0,299,100,299
9604,8.9E+12,Sale,287.56,1,4,11.06,107.44,27.2,395
9604,8.89E+12,Sale,606.83,1,12.5,67.43,292.17,32.5,899
9604,5E+12,Sale,1319.06,1,12.5,146.56,355.94,21.25,1675
9605,8.89E+12,Sale,1755,1,12.5,195,845,32.5,2600
9606,8.85E+11,Sale,468,1,4,18,432,48,900
9607,8.89E+12,Sale,3262.5,1,12.5,362.5,2537.5,43.75,5800
9607,5E+12,Sale,899,1,4,34.58,0,0,899
9608,5E+12,Sale,0,1,4,0,595,100,595
9608,8.89E+12,Sale,0,1,4,0,749,100,749
9609,9.8E+11,Sale,2497.5,1,12.5,277.5,1202.5,32.5,3700
9610,8.3E+11,Sale,3037.5,1,12.5,337.5,1462.5,32.5,4500
9611,6.85E+11,Sale,777.4,1,4,29.9,717.6,48,1495
9612,8.9E+12,Sale,1957.5,1,12.5,217.5,942.5,32.5,2900
9613,8.9E+12,Sale,1957.5,1,12.5,217.5,942.5,32.5,2900
9614,8.3E+11,Sale,0,1,4,0,249,100,249
9614,8.85E+11,Sale,0,1,4,0,399,100,399
9615,5E+12,Sale,469,1,4,18.04,0,0,469
9616,6.4E+11,Sale,0,1,4,0,399,100,399
9617,8.89E+12,Sale,445,1,4,17.12,0,0,445
9618,9.9E+11,Sale,0,1,4,0,349,100,349
9619,8.9E+12,Sale,0,1,4,0,799,100,799
9619,5E+12,Sale,0,1,4,0,899,100,899
9620,8.83E+11,Sale,899,1,4,34.58,0,0,899
9621,8.85E+11,Sale,299,1,4,11.5,0,0,299
9622,8.9E+12,Sale,0,2,4,0,598,100,299
9622,8.83E+11,Sale,2227.5,1,12.5,247.5,1072.5,32.5,3300
9623,8.3E+11,Sale,0,1,4,0,115,100,115
9624,8.23E+11,Sale,0,2,4,0,2198,100,1099
9625,6.4E+11,Sale,469,1,4,18.04,0,0,469
9626,8.89E+12,Sale,0,1,4,0,469,100,469
9627,8.83E+11,Sale,1099,1,4,42.27,0,0,1099
9628,8.26E+11,Sale,309.4,1,4,11.9,285.6,48,595
9629,8.9E+12,Sale,309.4,1,4,11.9,285.6,48,595
9630,6.6E+11,Sale,999,1,4,38.42,0,0,999
9631,8.85E+11,Sale,0,1,4,0,899,100,899
9632,8.23E+11,Sale,299,1,4,11.5,0,0,299
9633,8.85E+11,Sale,0,1,4,0,299,100,299
9633,8.89E+12,Sale,777.4,1,4,29.9,717.6,48,1495
9633,8.9E+12,Sale,442,1,4,17,408,48,850
9634,91201567539,Sale,673.4,1,4,25.9,621.6,48,1295
9634,8.83E+11,Sale,725.4,1,4,27.9,669.6,48,1395
9634,91208501574,Sale,0,1,4,0,499,100,499
9634,91206996952,Sale,549,1,4,21.12,0,0,549
9634,8.85E+11,Sale,0,1,4,0,549,100,549
9635,8.89E+12,Sale,899,1,4,34.58,0,0,899
9636,8.89E+12,Sale,0,1,4,0,799,100,799
9637,91202098315,Sale,3318.75,1,12.5,368.75,2581.25,43.75,5900
9638,8.9E+12,Sale,3172.5,1,12.5,352.5,1527.5,32.5,4700
9639,8.26E+11,Sale,2632.5,1,12.5,292.5,1267.5,32.5,3900
9640,8.9E+12,Sale,1957.5,1,12.5,217.5,942.5,32.5,2900
9641,6.76E+11,Sale,361.4,1,4,13.9,333.6,48,695
9641,8.3E+11,Sale,309.4,1,4,11.9,285.6,48,595
9642,91209929322,Sale,1399,1,4,53.81,0,0,1399
9642,8.83E+11,Sale,0,1,4,0,699,100,699
9643,8.9E+12,Sale,795,1,4,30.58,0,0,795
9643,8.89E+12,Sale,3262.5,1,12.5,362.5,2537.5,43.75,5800
9644,8.9E+12,Sale,1755,1,12.5,195,845,32.5,2600
9645,91209461105,Sale,0,1,4,0,299,100,299
9646,8.89E+12,Sale,0,1,4,0,399,100,399
9646,8.9E+12,Sale,399,1,4,15.35,0,0,399
9647,8.89E+12,Sale,361.4,1,4,13.9,333.6,48,695
9648,8.89E+12,Sale,0,1,4,0,499,100,499
9649,5E+12,Sale,899,1,4,34.58,0,0,899
9650,8.23E+11,Sale,0,1,4,0,799,100,799
9651,8.23E+11,Sale,650,1,4,25,0,0,650
9652,8.23E+11,Sale,1199,1,4,46.12,0,0,1199
9653,91204419200,Sale,0,1,4,0,999,100,999
9654,8.9E+12,Sale,0,1,4,0,899,100,899
9655,8.9E+12,Sale,1099,1,4,42.27,0,0,1099
9655,8.89E+12,Sale,741.83,1,12.5,82.43,357.17,32.5,1099
9656,8.3E+11,Sale,1555.31,1,12.5,172.81,419.69,21.25,1975
9657,8.89E+12,Sale,899,1,4,34.58,0,0,899
9657,8.9E+12,Sale,3487.5,1,12.5,387.5,2712.5,43.75,6200
9658,5E+12,Sale,1555.31,1,12.5,172.81,419.69,21.25,1975
9659,6.4E+12,Sale,205.4,1,4,7.9,189.6,48,395
9659,6.6E+11,Sale,621.4,1,4,23.9,573.6,48,1195
9660,5E+12,Sale,1399,1,4,53.81,0,0,1399
9661,8.26E+11,Sale,0,1,4,0,115,100,115
9661,225085-475XL,Sale,0,1,4,0,799,100,799
9662,8.23E+11,Sale,799,1,4,30.73,0,0,799
9663,8.89E+12,Sale,309.4,1,4,11.9,285.6,48,595
9664,8.9E+12,Sale,350,1,4,13.46,0,0,350
9665,8.85E+11,Sale,1004.06,1,12.5,111.56,270.94,21.25,1275
9666,8.9E+12,Sale,0,1,4,0,125,100,125
9667,5E+12,Sale,0,1,4,0,299,100,299
9668,8.3E+11,Sale,299,1,4,11.5,0,0,299
9668,5E+12,Sale,399,1,4,15.35,0,0,399
9669,8.9E+12,Sale,0,1,4,0,999,100,999
9670,6.4E+11,Sale,606.83,1,12.5,67.43,292.17,32.5,899
9671,8.85E+11,Sale,1399,1,4,53.81,0,0,1399
9672,91202527761,Sale,0,1,4,0,1199,100,1199
9672,8.9E+12,Sale,1063.13,1,12.5,118.13,286.87,21.25,1350
9672,9.7E+11,Sale,858.38,1,12.5,95.38,231.62,21.25,1090
9672,8.3E+11,Sale,505.96,1,4,19.46,189.04,27.2,695
9673,8.26E+11,Sale,569.4,1,4,21.9,525.6,48,1095
9674,6.66E+11,Sale,1063.13,1,12.5,118.13,286.87,21.25,1350
9675,5E+12,Sale,214.76,1,4,8.26,80.24,27.2,295
9676,5E+12,Sale,0,1,4,0,399,100,399
9677,8.9E+12,Sale,0,1,4,0,499,100,499
9678,5E+12,Sale,499,1,4,19.19,0,0,499
9678,8.89E+12,Sale,599,1,4,23.04,0,0,599
9678,8.3E+11,Sale,350,1,4,13.46,0,0,350
9679,8.83E+11,Sale,1500,1,4,57.69,0,0,1500
9679,8.89E+12,Sale,3262.5,1,12.5,362.5,2537.5,43.75,5800
9680,8.23E+11,Sale,979,1,4,37.65,0,0,979
9681,8.89E+12,Sale,1037.4,1,4,39.9,957.6,48,1995
9681,8.9E+12,Sale,3093.75,1,12.5,343.75,2406.25,43.75,5500
9682,9.7E+11,Sale,673.4,1,4,25.9,621.6,48,1295
9682,8.23E+11,Sale,799,1,4,30.73,0,0,799
9682,8.9E+12,Sale,565,1,4,21.73,0,0,565
9682,8.89E+12,Sale,0,1,4,0,745,100,745
9683,9.9E+11,Sale,0,1,4,0,799,100,799
9683,8.9E+12,Sale,899,1,4,34.58,0,0,899
9684,8.26E+11,Sale,129.48,1,4,4.98,119.52,48,249
9685,8.89E+12,Sale,0,1,4,0,999,100,999
9686,6.66E+11,Sale,1099,1,4,42.27,0,0,1099
9687,8.89E+12,Sale,1199,1,4,46.12,200,14.3,1399
9688,8.9E+12,Sale,0,1,4,0,549,100,549
9689,8.89E+12,Sale,549,1,4,21.12,0,0,549
9689,91209944981,Sale,335.4,1,4,12.9,309.6,48,645
9690,8.3E+11,Sale,0,1,4,0,399,100,399
9690,8.83E+11,Sale,1399,1,4,53.81,0,0,1399
9690,91208734637,Sale,1099,1,4,42.27,0,0,1099
9691,8.89E+12,Sale,0,1,4,0,1099,100,1099
9692,8.3E+11,Sale,1319.06,1,12.5,146.56,355.94,21.25,1675
9692,8.85E+11,Sale,1404,1,4,54,1296,48,2700
9693,8.83E+11,Sale,465.4,1,4,17.9,429.6,48,895
9694,8.9E+12,Sale,465.4,1,4,17.9,429.6,48,895
9695,8.9E+12,Sale,303.07,1,12.5,33.67,145.93,32.5,449
9696,8.83E+11,Sale,413.4,1,4,15.9,381.6,48,795
9697,8.89E+12,Sale,517.4,1,4,19.9,477.6,48,995
9697,8.26E+11,Sale,103.5,1,4,3.98,11.5,10,115
9697,9.7E+11,Sale,103.5,1,4,3.98,11.5,10,115
9698,8.83E+11,Sale,0,1,4,0,699,100,699
9699,8.3E+11,Sale,699,1,4,26.88,0,0,699
9699,8.9E+12,Sale,0,1,4,0,649,100,649
9699,9.7E+11,Sale,936,1,4,36,864,48,1800
9700,8.9E+12,Sale,416,1,4,16,384,48,800
9701,8.89E+12,Sale,673.4,1,4,25.9,621.6,48,1295
9701,8.9E+12,Sale,779.63,1,12.5,86.63,210.37,21.25,990
9702,91202527785,Sale,779.63,1,12.5,86.63,210.37,21.25,990
9703,8.9E+12,Sale,0,1,4,0,799,100,799
9703,9.7E+11,Sale,899,1,4,34.58,0,0,899
9704,8.83E+11,Sale,0,1,4,0,695,100,695
9704,8.9E+12,Sale,1199,1,4,46.12,200,14.3,1399
9705,5E+12,Sale,569.4,1,4,21.9,525.6,48,1095
9705,8.9E+12,Sale,899,1,4,34.58,0,0,899
9706,8.83E+11,Sale,549,1,4,21.12,0,0,549
9706,5E+12,Sale,749,1,4,28.81,0,0,749
9707,8.9E+12,Sale,899,1,4,34.58,0,0,899
9708,8.85E+11,Sale,0,1,4,0,549,100,549
9709,91207974119,Sale,0,1,4,0,749,100,749
9710,8.9E+12,Sale,3037.5,1,12.5,337.5,1462.5,32.5,4500
9710,9.7E+11,Sale,2835,1,12.5,315,1365,32.5,4200
9710,8.3E+11,Sale,0,1,4,0,599,100,599
9711,8.89E+12,Sale,699,1,4,26.88,0,0,699
9712,8.21E+11,Sale,465.4,1,4,17.9,429.6,48,895
9713,8.9E+12,Sale,1037.4,1,4,39.9,957.6,48,1995
9714,8.9E+12,Sale,465.4,1,4,17.9,429.6,48,895
9715,91207828788,Sale,399,1,4,15.35,0,0,399
9716,8.9E+12,Sale,0,1,4,0,399,100,399
9717,8.21E+11,Sale,0,1,4,0,325,100,325
9717,6.76E+11,Sale,779.63,1,12.5,86.63,210.37,21.25,990
9717,8.9E+12,Sale,621.4,1,4,23.9,573.6,48,1195
9718,5E+12,Sale,1193.4,1,4,45.9,1101.6,48,2295
9719,8.9E+12,Sale,621.4,1,4,23.9,573.6,48,1195
9720,6.66E+11,Sale,3206.25,1,12.5,356.25,2493.75,43.75,5700
9720,8.3E+11,Sale,465.4,1,4,17.9,429.6,48,895
9721,91204431257,Sale,205.4,1,4,7.9,189.6,48,395
9721,8.85E+11,Sale,469,1,4,18.04,0,0,469
9722,91204542854,Sale,0,1,4,0,399,100,399
9723,8.9E+12,Sale,0,1,4,0,395,100,395
9723,8.89E+12,Sale,399,1,4,15.35,0,0,399
9724,8.89E+12,Sale,0,1,4,0,369,100,369
9724,9.7E+11,Sale,286,1,4,11,264,48,550
9725,8.83E+11,Sale,309.4,1,4,11.9,285.6,48,595
9725,8.89E+12,Sale,569.4,1,4,21.9,525.6,48,1095
9725,8.3E+11,Sale,621.4,1,4,23.9,573.6,48,1195
9726,8.85E+11,Sale,4387.5,1,12.5,487.5,3412.5,43.75,7800
9726,91207894226,Sale,1399,1,4,53.81,0,0,1399
9726,91205569478,Sale,673.4,1,4,25.9,621.6,48,1295
9727,8.83E+11,Sale,413.4,1,4,15.9,381.6,48,795
9728,91209061565,Sale,777.4,1,4,29.9,717.6,48,1495
9729,8.26E+11,Sale,673.4,1,4,25.9,621.6,48,1295
9730,9.8E+11,Sale,1181.25,1,12.5,131.25,318.75,21.25,1500
9731,8.89E+12,Sale,621.4,1,4,23.9,573.6,48,1195
9732,91208973494,Sale,829.4,1,4,31.9,765.6,48,1595
9733,8.85E+11,Sale,2497.5,1,12.5,277.5,1202.5,32.5,3700
9734,8.9E+12,Sale,858.38,1,12.5,95.38,231.62,21.25,1090
