CustomerKey,MaritalStatus,YearlyIncome,TotalChildren,ChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,Age,BikeBuyer
19427,S,30000,0,0,1,0,44,1
19428,M,30000,0,0,1,0,43,1
19429,S,30000,0,0,1,0,43,1
19430,M,20000,2,0,1,1,93,0
19431,S,20000,0,0,0,1,44,0
19432,S,20000,0,0,0,1,44,1
19433,M,30000,0,0,1,0,44,1
19434,S,30000,0,0,1,0,44,1
19435,M,30000,0,0,0,0,44,1
19436,M,30000,1,0,1,0,44,1
19437,S,40000,0,0,1,0,44,1
19438,M,40000,0,0,1,0,44,1
19439,S,40000,0,0,1,0,45,1
19440,M,40000,0,0,1,0,44,1
19441,S,40000,0,0,1,0,45,1
19442,S,50000,0,0,1,0,44,1
19443,M,20000,2,0,1,1,62,1
19444,M,10000,2,2,0,1,46,0
19445,M,10000,2,2,0,1,46,0
19446,M,40000,0,0,1,0,46,1
19447,M,40000,0,0,1,0,45,1
19448,S,20000,1,1,0,1,47,1
19449,M,10000,4,0,0,2,87,0
19450,M,30000,1,1,1,0,47,1
19451,S,10000,4,4,1,0,47,1
19452,M,40000,0,0,1,0,46,1
19453,M,40000,0,0,1,0,46,1
19454,M,40000,0,0,1,0,46,1
19455,S,40000,0,0,1,0,46,1
19456,M,20000,2,0,1,1,86,0
19457,S,30000,1,0,1,1,86,0
19458,M,30000,1,1,1,1,47,1
19459,M,30000,1,1,1,1,47,1
19460,M,30000,1,1,1,2,47,0
19461,S,10000,4,3,1,2,48,0
19462,S,20000,2,2,1,2,48,0
19463,M,30000,1,1,1,2,48,0
19464,M,10000,4,0,0,2,84,0
19465,S,10000,4,0,1,2,85,0
19466,M,10000,3,2,0,2,50,0
19467,S,20000,3,3,1,0,50,1
19468,S,10000,3,2,1,2,50,0
19469,S,10000,3,2,1,2,51,0
19470,S,20000,3,3,1,1,50,0
19471,S,20000,3,3,1,1,50,1
19472,S,20000,3,3,1,3,51,1
19473,S,20000,3,3,1,4,50,1
19474,S,40000,0,0,1,0,47,1
19475,M,40000,0,0,0,0,48,1
19476,M,40000,0,0,1,0,47,1
19477,M,40000,0,0,1,0,47,1
19478,M,60000,0,0,1,0,47,0
19479,S,20000,4,4,1,1,50,1
19480,M,30000,1,0,1,1,51,1
19481,M,30000,1,0,1,1,51,0
19482,M,30000,1,0,1,1,51,1
19483,M,50000,1,0,1,0,80,0
19484,M,30000,2,2,0,1,49,0
19485,S,30000,2,2,1,1,48,0
19486,M,40000,1,0,1,0,49,0
19487,M,30000,2,2,0,2,49,0
19488,S,30000,2,2,1,2,49,0
19489,S,30000,2,2,1,2,50,0
19490,S,30000,2,2,1,2,49,0
19491,S,30000,2,2,1,2,49,0
19492,S,30000,2,2,1,2,49,0
19493,M,40000,1,0,1,0,49,1
19494,S,20000,4,4,1,2,35,0
19495,S,20000,4,4,1,2,34,0
19496,S,30000,3,3,1,1,35,1
19497,S,30000,3,3,1,2,34,0
19498,S,30000,3,3,1,2,35,0
19499,M,40000,1,0,1,0,50,1
19500,M,40000,1,0,1,0,50,1
19501,M,30000,1,0,1,1,51,1
19502,M,40000,1,0,1,0,52,1
19503,M,40000,1,0,1,0,52,1
19504,M,40000,1,0,1,1,51,1
19505,S,30000,4,4,1,2,36,0
19506,S,30000,4,4,1,3,35,1
19507,S,30000,5,5,1,3,36,0
19508,M,10000,0,0,0,2,38,0
19509,S,30000,0,0,0,1,38,0
19510,S,30000,0,0,0,1,37,1
19511,S,30000,0,0,0,1,37,1
19512,M,30000,0,0,0,1,37,0
19513,M,20000,0,0,1,2,39,0
19514,S,20000,0,0,0,2,39,0
19515,S,30000,0,0,1,1,39,0
19516,S,30000,0,0,0,1,39,0
19517,S,30000,0,0,0,1,38,1
19518,S,30000,0,0,0,1,39,1
19519,S,10000,0,0,1,2,40,0
19520,M,20000,0,0,0,2,41,0
19521,S,20000,0,0,0,2,41,0
19522,M,20000,0,0,0,2,34,0
19523,S,30000,0,0,0,1,36,0
19524,S,30000,0,0,0,1,36,0
19525,S,40000,0,0,0,1,53,0
19526,S,50000,0,0,0,1,46,1
19527,S,50000,0,0,0,1,46,1
19528,S,50000,0,0,0,1,46,0
19529,S,60000,0,0,0,1,46,1
19530,S,60000,0,0,1,1,46,1
19531,S,60000,0,0,0,1,46,1
19532,S,60000,0,0,1,1,47,1
19533,S,60000,0,0,0,1,47,1
19534,S,60000,0,0,1,1,46,1
19535,S,60000,0,0,0,1,46,1
19536,M,60000,1,0,1,1,53,1
19537,M,60000,1,0,1,1,53,1
19538,M,60000,1,0,0,1,54,1
19539,M,60000,1,0,1,1,54,1
19540,M,60000,4,3,1,0,54,0
19541,M,60000,4,3,0,1,55,0
19542,M,70000,1,0,1,1,54,1
19543,M,70000,5,5,0,3,54,0
19544,M,70000,5,5,1,3,55,0
19545,S,60000,1,0,1,1,55,1
19546,S,60000,1,0,1,1,55,1
19547,M,60000,1,0,1,1,56,1
19548,M,60000,1,0,1,1,55,1
19549,M,60000,1,0,1,1,55,1
19550,M,60000,1,0,1,1,55,1
19551,M,70000,5,4,1,0,56,0
19552,M,70000,5,4,0,2,55,0
19553,M,70000,5,4,1,2,55,0
19554,S,70000,5,4,1,2,55,0
19555,M,90000,1,0,0,0,45,1
19556,M,90000,1,0,1,0,44,1
19557,S,60000,2,2,0,1,45,1
19558,M,80000,4,4,1,1,44,1
19559,M,80000,5,5,1,2,43,1
19560,M,90000,2,0,1,0,43,1
19561,M,90000,2,0,1,0,43,1
19562,S,60000,2,2,1,1,45,1
19563,M,60000,2,2,1,1,45,1
19564,M,60000,2,2,1,1,45,1
19565,M,60000,2,2,1,1,46,1
19566,S,70000,5,5,1,3,46,0
19567,M,70000,5,5,0,3,46,0
19568,M,120000,1,0,0,1,44,1
19569,M,70000,5,5,1,4,46,0
19570,M,80000,5,5,1,3,46,0
19571,S,80000,5,5,1,3,46,0
19572,M,80000,5,5,1,3,46,0
19573,M,80000,5,5,0,3,46,0
19574,S,80000,5,5,1,3,48,0
19575,S,80000,5,5,1,3,47,0
19576,S,90000,0,0,1,0,48,1
19577,M,90000,0,0,1,0,47,1
19578,M,60000,3,3,1,1,48,0
19579,M,60000,3,3,1,1,48,0
19580,M,60000,3,3,1,2,48,0
19581,M,70000,5,5,1,4,49,0
19582,S,70000,5,5,1,4,45,0
19583,M,70000,5,5,1,4,45,0
19584,S,70000,0,0,0,1,45,0
19585,S,70000,0,0,0,1,45,0
19586,S,70000,0,0,1,1,45,1
19587,M,80000,5,5,1,4,45,0
19588,M,80000,5,5,1,4,45,1
19589,M,60000,3,3,1,2,49,0
19590,M,60000,4,4,1,3,50,0
19591,S,70000,0,0,0,1,50,0
19592,S,60000,3,2,0,2,51,1
19593,S,60000,3,2,0,2,50,1
19594,S,70000,0,0,0,1,50,1
19595,S,70000,0,0,0,1,51,1
19596,S,70000,0,0,0,1,50,1
19597,M,90000,4,4,1,0,46,0
19598,M,60000,1,0,1,1,51,1
19599,M,60000,1,0,0,1,53,1
19600,M,60000,1,0,1,1,52,0
19601,M,60000,1,0,1,1,53,1
19602,S,100000,0,0,1,1,48,1
19603,S,100000,0,0,0,1,47,0
19604,S,110000,0,0,0,1,47,0
19605,M,60000,1,0,1,1,53,1
19606,S,20000,3,0,1,2,81,0
19607,S,70000,0,0,1,1,49,1
19608,M,80000,5,5,1,4,48,0
19609,S,70000,0,0,0,1,49,1
19610,M,90000,1,0,1,1,54,0
19611,S,70000,0,0,0,1,50,1
19612,S,70000,0,0,0,1,51,1
19613,S,70000,0,0,0,2,50,1
19614,S,70000,0,0,0,2,50,1
19615,S,60000,1,0,1,1,51,1
19616,M,60000,1,0,1,1,51,1
19617,M,70000,5,4,1,2,52,0
19618,M,70000,5,4,1,2,51,0
19619,M,70000,5,4,1,2,51,0
19620,S,60000,1,0,1,1,52,1
19621,M,80000,5,4,1,1,55,1
19622,M,90000,2,0,1,1,55,0
19623,M,100000,4,0,1,2,55,0
19624,M,70000,1,0,1,1,57,0
19625,S,70000,1,0,1,1,57,0
19626,M,70000,5,4,1,3,53,0
19627,M,70000,5,4,1,3,54,0
19628,S,70000,1,0,0,1,57,1
19629,M,70000,1,0,1,1,58,0
19630,M,80000,1,0,1,1,57,0
19631,M,40000,2,0,1,1,61,1
19632,S,10000,2,1,1,2,64,0
19633,S,30000,0,0,1,2,37,0
19634,M,40000,0,0,1,1,39,0
19635,S,40000,0,0,1,2,37,0
19636,M,40000,0,0,1,2,37,0
19637,S,40000,0,0,0,2,37,0
19638,M,30000,0,0,0,2,33,0
19639,S,30000,0,0,1,2,34,0
19640,M,30000,0,0,1,2,33,0
19641,S,30000,0,0,0,2,34,0
19642,S,30000,0,0,0,2,35,0
19643,M,40000,0,0,1,2,35,0
19644,S,30000,0,0,1,2,36,0
19645,M,40000,0,0,0,2,37,0
19646,S,30000,0,0,0,2,34,0
19647,S,30000,0,0,0,2,34,0
19648,S,30000,0,0,1,2,34,0
19649,S,40000,0,0,1,2,34,0
19650,M,30000,2,0,0,2,74,0
19651,M,40000,2,0,1,2,74,0
19652,S,40000,2,0,1,2,71,1
19653,M,50000,2,0,1,1,72,1
19654,M,40000,0,0,0,2,37,0
19655,S,60000,0,0,0,1,37,0
19656,M,30000,0,0,1,1,39,0
19657,S,80000,0,0,0,1,42,1
19658,S,90000,4,4,1,1,46,1
19659,S,70000,0,0,0,2,50,1
19660,M,80000,4,3,1,0,51,0
19661,S,90000,4,4,1,1,46,1
19662,M,90000,4,4,1,1,45,0
19663,M,90000,4,4,1,3,45,0
19664,S,100000,3,0,0,3,45,0
19665,M,110000,2,1,1,3,46,0
19666,M,10000,5,0,1,2,69,0
19667,M,20000,4,0,0,2,69,0
19668,M,40000,0,0,0,1,35,0
19669,S,40000,0,0,0,1,35,0
19670,S,60000,0,0,0,2,36,1
19671,M,60000,0,0,1,2,35,1
19672,M,10000,2,1,1,2,68,0
19673,M,10000,2,1,1,2,69,0
19674,S,10000,2,1,1,2,68,0
19675,M,20000,4,0,1,2,68,0
19676,M,20000,4,0,0,2,67,0
19677,M,20000,4,0,0,2,67,0
19678,M,60000,1,1,1,0,42,1
19679,M,60000,1,1,1,0,43,1
19680,M,60000,1,1,1,0,42,1
19681,M,50000,1,1,1,0,41,1
19682,M,50000,1,1,1,0,41,1
19683,M,60000,1,0,1,0,42,1
19684,S,90000,0,0,0,1,49,0
19685,M,110000,3,2,1,4,50,0
19686,M,130000,2,2,1,2,49,0
19687,M,130000,3,2,1,3,49,1
19688,M,70000,4,3,0,0,58,0
19689,S,90000,2,1,1,0,58,1
19690,S,170000,0,0,0,3,79,1
19691,S,90000,0,0,0,2,51,1
19692,M,110000,4,2,1,4,50,0
19693,M,80000,5,4,1,3,51,0
19694,M,100000,1,2,1,3,51,0
19695,M,100000,1,2,1,3,51,0
19696,M,120000,1,3,1,4,52,1
19697,S,120000,1,3,1,4,51,1
19698,M,130000,1,3,1,0,51,1
19699,M,90000,4,3,1,2,52,0
19700,M,110000,1,3,1,4,52,0
19701,M,60000,2,0,0,2,58,1
19702,M,60000,2,0,0,2,58,0
19703,M,60000,2,0,0,2,58,0
19704,M,60000,2,0,0,2,58,1
19705,S,70000,4,3,1,0,59,1
19706,S,80000,3,2,1,0,58,1
19707,M,80000,2,0,1,2,59,0
19708,M,80000,4,0,1,2,78,1
19709,M,40000,3,0,0,2,77,0
19710,S,80000,5,4,1,3,53,1
19711,S,100000,3,2,0,4,53,0
19712,M,100000,0,3,1,0,53,0
19713,M,100000,0,3,1,1,53,0
19714,S,120000,1,3,1,4,54,1
19715,M,120000,1,3,0,4,53,0
19716,S,60000,3,0,1,2,59,1
19717,S,60000,3,0,1,2,59,1
19718,M,70000,3,1,1,1,59,1
19719,S,70000,3,0,1,2,61,1
19720,M,70000,3,0,1,2,60,0
19721,S,70000,3,0,1,2,61,1
19722,M,70000,3,0,1,2,60,1
19723,M,70000,3,0,1,2,60,1
19724,S,60000,3,0,1,2,61,1
19725,M,40000,3,0,0,2,61,1
19726,M,60000,3,0,1,2,77,0
19727,M,60000,3,0,0,2,77,0
19728,M,60000,3,0,1,2,75,0
19729,M,60000,3,0,1,2,75,0
19730,M,70000,5,0,0,2,75,1
19731,M,80000,4,0,1,2,75,0
19732,S,60000,3,0,1,2,74,0
19733,M,60000,3,0,1,2,74,0
19734,M,60000,3,0,1,2,74,0
19735,M,70000,5,0,1,2,74,1
19736,M,70000,5,0,1,2,74,1
19737,S,70000,5,0,1,2,73,1
19738,M,70000,5,0,0,2,73,1
19739,M,70000,5,0,1,2,74,1
19740,S,70000,5,0,1,2,73,1
19741,S,80000,4,0,1,2,73,0
19742,M,50000,4,0,1,2,72,0
19743,S,60000,3,0,1,2,72,1
19744,M,60000,3,0,1,2,72,1
19745,M,60000,3,0,1,2,72,1
19746,M,70000,5,0,1,2,72,1
19747,M,50000,4,0,1,2,71,0
19748,M,20000,4,0,0,2,67,0
19749,S,70000,0,0,0,2,35,1
19750,S,40000,0,0,0,2,36,0
19751,S,40000,0,0,0,2,36,0
19752,M,20000,4,0,1,2,65,0
19753,M,20000,4,0,0,2,65,0
19754,S,40000,0,0,0,1,36,0
19755,M,40000,0,0,1,2,36,0
19756,S,60000,0,0,1,2,36,0
19757,M,60000,0,0,0,2,37,0
19758,S,60000,0,0,0,2,37,0
19759,M,60000,0,0,1,2,38,0
19760,S,60000,0,0,0,2,37,0
19761,M,20000,2,1,1,2,63,0
19762,S,20000,2,1,1,2,63,0
19763,M,30000,3,0,0,2,63,1
19764,M,20000,2,1,0,2,62,0
19765,M,30000,3,0,0,2,62,1
19766,M,30000,3,0,1,2,62,1
19767,S,40000,0,0,0,2,34,0
19768,S,40000,0,0,0,2,33,1
19769,M,30000,0,0,1,2,33,1
19770,M,30000,3,0,1,2,62,1
19771,M,30000,3,0,0,2,61,1
19772,S,80000,2,0,0,2,59,1
19773,M,80000,2,0,1,2,60,1
19774,M,40000,0,0,1,2,38,0
19775,S,40000,0,0,0,2,38,1
19776,M,40000,0,0,1,2,38,0
19777,M,60000,0,0,0,2,38,0
19778,M,60000,0,0,1,2,38,0
19779,S,60000,0,0,1,2,41,0
19780,S,70000,0,0,0,2,40,1
19781,M,60000,0,0,0,2,38,0
19782,S,80000,2,0,0,2,58,1
19783,S,80000,2,0,1,2,58,1
19784,M,80000,2,0,1,2,58,1
19785,M,80000,2,0,1,2,58,1
19786,M,80000,2,0,1,2,57,1
19787,S,80000,2,0,1,2,57,1
19788,S,80000,2,0,0,2,57,1
19789,M,80000,2,0,1,2,58,1
19790,S,80000,2,0,0,2,57,1
19791,S,80000,2,0,1,2,58,1
19792,S,70000,2,0,0,2,56,1
19793,S,70000,2,0,1,2,56,1
19794,S,70000,2,0,1,2,56,1
19795,M,100000,1,1,1,3,56,1
19796,S,120000,5,1,1,4,55,0
19797,S,130000,0,0,1,3,55,1
19798,M,110000,4,1,1,4,54,0
19799,S,80000,0,0,1,1,40,0
19800,S,80000,0,0,0,1,41,0
19801,S,30000,0,0,1,2,39,0
19802,S,30000,0,0,0,2,39,1
19803,S,30000,0,0,0,2,39,1
19804,S,60000,0,0,0,2,39,0
19805,S,60000,0,0,0,2,39,0
19806,S,60000,0,0,1,2,40,0
19807,M,110000,1,2,1,1,54,0
19808,M,130000,0,1,1,3,48,1
19809,M,130000,0,1,1,3,47,0
19810,S,60000,2,0,1,2,56,0
19811,M,60000,2,0,0,2,56,0
19812,S,70000,2,1,1,0,56,1
19813,M,80000,2,1,1,0,57,1
19814,M,80000,2,1,1,1,57,1
19815,M,80000,2,1,1,1,57,1
19816,M,90000,2,0,1,1,56,0
19817,S,60000,2,0,1,2,57,0
19818,M,60000,2,0,0,2,58,0
19819,M,60000,2,0,0,2,57,0
19820,M,60000,2,0,0,2,58,1
19821,M,70000,3,0,0,2,57,1
19822,M,90000,4,4,1,3,49,0
19823,M,90000,4,4,1,3,48,0
19824,S,90000,5,5,1,3,48,1
19825,M,120000,2,2,1,4,49,0
19826,S,80000,4,3,1,0,49,0
19827,M,80000,4,3,1,0,50,0
19828,M,80000,4,3,1,0,50,0
19829,S,60000,3,2,0,0,50,1
19830,S,70000,1,0,1,1,51,1
19831,M,70000,1,0,1,1,51,1
19832,M,40000,4,3,0,3,52,0
19833,M,50000,4,0,1,2,72,0
19834,M,50000,4,0,1,2,71,0
19835,M,60000,3,0,1,2,72,0
19836,M,60000,3,0,0,2,71,0
19837,M,70000,5,0,1,2,72,1
19838,M,70000,5,0,1,2,71,1
19839,M,60000,3,0,0,2,70,0
19840,M,60000,4,0,1,2,70,0
19841,M,70000,5,0,0,2,70,1
19842,M,70000,5,0,1,2,70,1
19843,S,70000,5,0,1,2,70,1
19844,M,70000,5,0,1,2,70,1
19845,M,70000,5,0,1,2,71,1
19846,M,70000,5,0,1,2,70,0
19847,S,70000,5,0,1,2,71,0
19848,M,80000,5,0,1,2,71,0
19849,M,40000,4,0,0,2,69,1
19850,M,40000,4,0,0,2,69,0
19851,S,70000,4,0,1,2,68,0
19852,S,70000,5,0,1,2,68,0
19853,M,70000,5,0,1,3,67,0
19854,S,70000,5,0,1,3,67,1
19855,M,70000,5,0,1,3,68,1
19856,M,60000,4,0,1,2,67,0
19857,S,60000,4,0,1,2,67,0
19858,M,60000,4,0,1,2,67,0
19859,M,60000,4,0,1,2,67,0
19860,S,70000,2,1,1,1,66,0
19861,M,70000,2,1,1,1,66,0
19862,M,40000,2,1,0,2,65,0
19863,M,60000,2,1,1,1,65,0
19864,M,60000,2,1,1,1,65,0
19865,M,60000,2,1,1,2,66,1
19866,M,60000,2,1,1,2,65,0
19867,M,60000,2,1,1,2,65,1
19868,S,60000,2,1,1,0,65,0
19869,M,70000,4,1,1,2,65,1
19870,M,40000,2,1,1,2,64,0
19871,S,60000,2,1,1,2,65,0
19872,M,40000,2,1,0,2,64,0
19873,S,40000,2,1,1,2,63,0
19874,M,40000,2,1,1,3,64,1
19875,M,60000,2,1,1,2,63,1
19876,M,60000,2,1,0,1,63,0
19877,M,60000,2,1,1,1,63,0
19878,M,70000,4,2,1,1,63,0
19879,M,70000,4,2,1,1,63,0
19880,M,70000,4,2,0,1,63,0
19881,M,80000,3,1,1,1,63,0
19882,S,80000,3,1,1,1,63,0
19883,M,80000,3,1,1,2,63,1
19884,M,60000,2,1,1,2,63,1
19885,S,60000,2,1,1,2,62,0
19886,M,60000,2,1,1,2,62,0
19887,M,60000,2,1,0,1,62,0
19888,S,60000,2,1,1,2,63,0
19889,S,70000,2,1,0,2,61,1
19890,S,70000,2,1,1,2,61,0
19891,M,60000,2,1,1,2,61,1
19892,M,60000,2,1,1,2,61,1
19893,S,60000,2,1,1,2,62,0
19894,S,60000,2,1,1,2,61,0
19895,M,60000,2,1,1,2,62,0
19896,M,60000,2,1,1,2,62,0
19897,S,70000,4,3,1,1,61,1
19898,S,130000,2,3,0,4,55,0
19899,M,110000,2,4,1,3,57,1
19900,M,120000,2,4,1,4,57,0
19901,M,130000,3,4,1,3,56,1
19902,M,100000,2,3,1,4,57,1
19903,S,100000,2,3,1,4,57,1
19904,M,120000,3,4,1,4,58,1
19905,S,170000,3,3,0,4,57,0
19906,M,170000,3,3,1,4,57,0
19907,M,100000,2,3,1,4,58,0
19908,S,100000,2,3,1,4,58,0
19909,M,110000,3,4,1,4,59,0
19910,M,130000,3,4,1,3,58,1
19911,S,130000,3,4,0,3,58,1
19912,M,160000,2,4,1,3,58,1
19913,M,70000,5,1,1,2,69,0
19914,M,80000,5,0,1,2,69,0
19915,M,100000,2,3,1,4,69,0
19916,M,170000,3,4,1,2,69,1
19917,M,170000,3,4,1,3,70,1
19918,M,170000,4,4,1,3,69,1
19919,M,150000,3,4,1,4,68,0
19920,S,90000,5,0,1,2,68,0
19921,S,110000,3,4,1,4,68,0
19922,S,90000,4,2,1,1,59,1
19923,M,100000,3,4,1,3,59,0
19924,M,120000,2,5,1,2,59,1
19925,M,130000,3,4,1,4,59,0
19926,M,130000,3,4,0,4,59,0
19927,M,170000,5,4,1,4,59,0
19928,M,170000,0,4,1,4,59,0
19929,M,100000,3,4,1,3,60,0
19930,M,110000,2,5,0,2,60,1
19931,M,120000,2,5,0,2,60,1
19932,S,80000,4,1,1,2,61,0
19933,M,120000,4,5,1,3,62,0
19934,M,80000,5,2,1,2,62,0
19935,M,100000,3,4,1,4,62,0
19936,M,100000,3,4,1,4,63,0
19937,S,100000,3,4,1,4,63,0
19938,M,150000,4,5,1,3,63,0
19939,M,160000,2,5,1,3,63,0
19940,M,160000,3,5,0,4,65,1
19941,S,160000,3,5,0,4,65,1
19942,S,170000,5,5,0,4,64,1
19943,M,90000,4,1,0,3,66,1
19944,M,90000,4,1,0,4,65,1
19945,M,80000,5,1,1,4,66,1
19946,S,120000,5,5,1,4,66,0
19947,S,70000,0,0,0,2,38,1
19948,S,70000,0,0,1,2,38,1
19949,M,70000,0,0,1,2,37,1
19950,M,80000,0,0,1,2,38,1
19951,S,80000,0,0,0,2,37,1
19952,S,80000,0,0,1,2,39,0
19953,S,70000,0,0,1,3,40,0
19954,M,70000,0,0,1,3,39,0
19955,S,80000,0,0,1,3,40,0
19956,M,80000,0,0,1,3,40,1
19957,S,90000,0,0,1,2,40,1
19958,M,90000,0,0,1,3,40,1
19959,S,100000,0,5,1,2,41,1
19960,M,100000,0,5,1,2,41,1
19961,M,80000,0,0,0,3,42,0
19962,M,110000,0,5,1,3,40,0
19963,M,120000,0,5,1,4,40,1
19964,S,120000,0,5,1,4,40,1
19965,M,130000,4,5,1,4,40,1
19966,M,90000,0,0,1,3,41,1
19967,S,90000,0,0,0,3,41,1
19968,M,100000,0,5,0,3,41,1
19969,S,80000,0,0,1,4,43,0
19970,S,130000,4,5,1,4,41,1
19971,S,100000,0,5,1,3,42,1
19972,M,100000,0,5,1,4,42,0
19973,M,90000,0,0,0,4,43,0
19974,M,100000,0,5,1,4,43,1
19975,S,100000,0,5,1,4,43,1
19976,M,110000,0,5,1,4,44,0
19977,S,120000,0,5,1,4,43,1
19978,M,110000,0,5,1,4,42,1
19979,M,120000,0,5,1,4,42,1
19980,M,90000,5,5,1,3,49,0
19981,M,60000,1,0,1,0,42,1
19982,S,70000,1,0,1,0,42,1
19983,M,50000,1,1,1,1,43,1
19984,M,50000,1,1,1,1,43,1
19985,S,50000,2,2,1,0,44,1
19986,S,50000,2,2,1,0,44,1
19987,S,60000,1,0,1,0,42,1
19988,M,60000,1,0,1,0,43,1
19989,M,60000,1,0,1,0,43,1
19990,M,70000,2,0,1,0,42,1
19991,M,70000,2,0,1,0,42,1
19992,M,70000,3,0,1,0,42,1
19993,M,60000,1,0,1,0,44,1
19994,S,70000,2,2,1,0,45,1
19995,M,70000,2,2,1,0,46,1
19996,S,70000,2,2,0,1,45,0
19997,M,70000,2,2,1,1,45,1
19998,S,40000,5,5,1,3,46,1
19999,S,40000,0,0,0,1,47,1
20000,M,60000,1,0,1,0,43,1
20001,S,60000,2,0,1,0,44,1
20002,M,70000,4,0,1,0,43,1
20003,S,70000,4,0,1,0,43,1
20004,M,70000,4,0,1,0,43,1
20005,S,50000,2,2,1,1,46,1
20006,S,50000,2,2,1,1,46,1
20007,S,50000,2,2,0,1,46,1
20008,M,60000,0,0,1,0,47,0
20009,S,60000,0,0,1,0,47,1
20010,M,70000,4,0,1,0,47,0
20011,M,70000,4,0,1,0,48,1
20012,M,70000,4,0,1,0,47,1
20013,S,70000,5,0,1,0,45,1
20014,M,70000,5,5,0,2,45,0
20015,M,80000,3,0,1,0,44,1
20016,S,40000,0,0,0,1,48,0
20017,S,40000,0,0,0,1,48,0
20018,M,80000,3,3,1,1,49,0
20019,M,80000,3,3,1,2,48,0
20020,S,80000,3,3,0,2,49,0
20021,M,80000,4,4,1,0,48,0
20022,M,50000,4,4,1,1,48,0
20023,S,60000,0,0,1,0,48,1
20024,S,40000,0,0,1,1,49,1
20025,S,40000,0,0,0,1,49,0
20026,S,40000,0,0,0,1,49,1
20027,M,60000,5,5,1,3,49,0
20028,S,60000,5,5,0,3,49,1
20029,M,60000,4,2,1,2,49,1
20030,M,60000,4,2,1,2,50,1
20031,S,60000,4,2,1,2,49,1
20032,S,60000,4,2,1,2,50,1
20033,M,70000,4,2,1,2,50,1
20034,S,70000,4,2,1,2,50,1
20035,M,70000,4,2,1,2,51,1
20036,M,70000,4,2,1,2,51,1
20037,S,70000,0,0,1,1,46,1
20038,S,70000,0,0,0,1,45,1
20039,S,70000,4,2,0,2,51,1
20040,S,60000,3,2,0,0,50,1
20041,S,30000,0,0,0,1,35,0
20042,M,40000,1,1,1,0,39,1
20043,S,10000,0,0,1,2,41,0
20044,S,30000,0,0,0,1,40,1
20045,M,40000,1,1,1,0,40,1
20046,M,40000,1,1,1,0,40,1
20047,M,40000,1,1,1,0,40,1
20048,S,30000,0,0,0,1,41,1
20049,S,10000,0,0,0,2,42,1
20050,S,30000,0,0,0,1,42,0
20051,S,40000,1,1,0,1,41,1
20052,S,40000,2,2,1,0,42,1
20053,S,40000,2,2,1,0,42,0
20054,S,40000,2,2,1,0,41,1
20055,S,20000,0,0,0,2,42,0
20056,S,20000,0,0,0,2,42,0
20057,S,20000,0,0,0,2,43,0
20058,S,20000,0,0,0,2,43,0
20059,M,30000,0,0,0,1,43,1
20060,S,30000,0,0,0,1,42,1
20061,S,30000,0,0,0,1,42,1
20062,S,30000,0,0,0,1,42,1
20063,S,40000,2,2,1,0,43,0
20064,S,40000,2,2,1,1,42,0
20065,M,40000,2,2,0,1,42,0
20066,S,40000,3,3,1,1,39,1
20067,S,40000,3,3,1,1,39,1
20068,S,40000,3,3,1,2,39,1
20069,S,30000,0,0,1,0,39,1
20070,M,60000,0,0,0,0,48,0
20071,M,60000,0,0,1,0,48,0
20072,M,60000,0,0,1,0,47,1
20073,M,60000,0,0,1,0,48,1
20074,S,10000,2,1,1,2,60,1
20075,S,10000,2,1,1,2,60,1
20076,S,10000,2,1,1,2,60,1
20077,M,10000,2,1,1,2,60,1
20078,M,20000,2,0,0,2,60,1
20079,M,20000,2,0,0,2,60,0
20080,M,20000,2,0,0,2,60,1
20081,M,20000,2,0,0,2,61,0
20082,S,20000,2,0,1,2,61,0
20083,M,20000,2,0,0,2,60,0
20084,M,20000,2,0,0,2,61,0
20085,M,20000,2,0,0,2,59,0
20086,M,20000,3,0,0,2,59,0
20087,M,20000,3,0,0,2,60,0
20088,M,20000,3,0,0,2,60,0
20089,M,30000,1,0,1,1,59,0
20090,M,30000,1,0,1,1,59,1
20091,M,30000,1,0,1,1,59,1
20092,M,40000,1,0,1,1,59,1
20093,M,40000,1,0,1,1,60,1
20094,M,30000,1,0,0,2,58,0
20095,M,30000,1,0,0,2,58,0
20096,M,30000,2,0,0,2,58,0
20097,M,40000,1,0,1,1,58,1
20098,M,30000,2,0,0,2,57,0
20099,M,30000,2,0,0,2,58,0
20100,S,30000,2,0,1,2,58,0
20101,M,30000,2,0,1,2,58,0
20102,M,30000,2,0,1,2,57,0
20103,M,40000,1,0,1,1,57,0
20104,M,30000,2,0,1,2,56,0
20105,M,30000,2,0,0,2,56,0
20106,M,30000,2,0,0,2,56,0
20107,M,40000,1,0,1,1,57,0
20108,M,40000,2,0,1,1,55,1
20109,S,40000,2,0,1,1,55,1
20110,M,40000,2,0,1,1,56,1
20111,M,40000,2,0,1,1,55,1
20112,S,80000,5,0,1,0,55,0
20113,M,80000,4,0,1,0,55,0
20114,M,80000,4,0,1,0,55,0
20115,M,40000,2,0,1,1,55,0
20116,M,60000,4,0,1,0,55,0
20117,M,50000,0,0,1,0,41,0
20118,M,50000,0,0,1,0,41,1
20119,M,40000,0,0,1,0,41,0
20120,S,40000,1,0,1,0,40,0
20121,M,40000,1,0,0,0,40,0
20122,M,40000,1,0,1,0,40,0
